pop,entry,DTH,GW_1k,GM2,ton_hectare,SPI,HI,FE,TL,IN2_wt,IN3_wt,INL2,INL3,IN2_PI,IN3_PI,IN2_IN3_PI
2,1,92.1790241,29.85817932,23823.51707,7.149757124,0.238663915,0.431175454,68.99827445,31.94783754,4.041526029,3.900781082,21.39130434,11.51861609,0.113778341,0.10888696,0.222656336
2,2,92.1790241,30.71817932,21125.6085,6.521185695,0.268663915,0.380423438,53.59256017,38.44783754,5.686526029,3.445781082,25.49963767,11.66028276,0.146273682,0.087605144,0.233869861
2,4,91.9691558,35.77817932,16893.43707,6.075471409,0.208663915,0.374069165,56.87256017,35.7889049,5.740263108,4.424038313,24.89130434,14.31451449,0.150968688,0.114966146,0.265925868
2,5,92.9691558,28.65558413,16706.96969,4.859605046,0.387079365,0.437996971,45.80871611,26.46748089,4.26898455,2.190653579,19.75230739,8.301719749,0.138847326,0.069558096,0.208396458
2,7,99.88455759,25.94741781,21350.39508,5.891397648,0.495987513,0.335896627,33.02466492,31.63907981,4.24019802,2.791904638,23.92099539,12.94075977,0.121246796,0.077006742,0.198244573
2,8,85.88455759,34.08375046,13242.59571,4.284955302,0.338171216,0.326295942,31.34705304,28.94023604,4.833153662,4.615838872,17.07528606,13.28909521,0.118740633,0.11551719,0.234248858
2,9,100.1790241,22.68741781,26967.70936,6.451397648,0.365987513,0.372340513,53.82466492,29.87644543,3.483297559,2.568703214,22.61266206,13.09125816,0.143544854,0.105532386,0.249068275
2,10,73.03179084,34.51748792,16731.97467,5.016932307,0.328770369,0.476321538,43.99988281,27.72199868,3.165991382,2.961136356,14.74057979,13.12445443,0.102804481,0.100630592,0.20342611
2,14,91.9691558,22.32817932,20292.41993,4.566899981,0.258663915,0.375676949,74.0611316,26.2889049,2.856263108,1.399038313,19.05797101,7.472847824,0.150145693,0.071017625,0.221154353
2,15,78.88455759,29.95191678,18450.2446,5.024591272,0.379263068,0.387826539,35.46824709,28.19020413,2.628103573,2.668532006,17.0399314,14.77865841,0.084933716,0.088505406,0.173430158
2,16,92.88455759,NA,NA,NA,0.347079365,NA,NA,25.19026794,4.131203751,2.268145737,17.41064072,9.266198695,0.154687754,0.085232024,0.239910813
2,18,90.04344111,30.3633697,20362.68043,6.130061278,0.251833015,0.417552221,61.66310541,31.19057744,4.985808567,2.606695775,23.67763158,10.80387443,0.168822031,0.086646986,0.255460052
2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,21,79.04344111,34.07191678,16911.07889,5.2531627,0.299263068,0.416220675,44.29110423,30.47624159,3.506872713,3.614927844,16.94826473,14.07794992,0.107286946,0.112502094,0.219780075
2,23,92.88455759,28.73558413,22670.48969,6.585319331,0.337079365,0.454556274,53.90014469,27.63904791,3.817147931,2.348597772,21.06897405,9.671232055,0.15555993,0.0939878,0.249538765
2,24,79.04344111,33.86191678,14615.65032,4.418876986,0.419263068,0.419003608,29.54824709,25.47624159,2.729872713,2.894927844,15.9399314,13.88628325,0.095866593,0.101960802,0.19781843
2,25,66.04344111,40.54565424,15615.80641,5.276568277,0.25986222,0.40886899,42.48679115,35.40475378,3.450493977,3.567929379,19.68855846,16.61094822,0.090455727,0.100213523,0.190660286
2,26,99.88455759,33.36741781,18182.38365,6.428540505,0.375987513,0.430293635,41.8703792,28.13907981,4.49119802,2.593904638,19.39599539,9.290759774,0.153884525,0.087387492,0.241263051
2,28,99.99498253,31.77741781,16337.06936,5.559969076,0.365987513,0.4491082,46.31609349,30.78940668,4.275890245,2.69544616,22.64599539,12.16779136,0.156426498,0.102328728,0.258746262
2,30,91.99498253,30.75817932,16828.69422,5.206899981,0.268663915,0.385370602,53.05541731,34.61079879,4.871118715,2.704524028,24.04130434,11.30348261,0.160587913,0.092396431,0.252975379
2,31,78.88455759,36.92191678,15468.49603,5.196019843,0.249263068,0.338292331,40.11967566,30.13898411,3.316047754,3.610984041,19.42326473,14.42611601,0.108453726,0.119108992,0.227553755
2,32,86.1790241,31.83375046,16790.43571,5.119241016,0.288171216,0.413132867,50.26133875,26.62638163,3.508197382,2.646089483,16.95861939,10.44538454,0.129976271,0.096684011,0.226651317
2,33,85.88455759,28.09375046,19606.05857,5.290669588,0.338171216,0.418811597,50.03276732,29.69023604,4.286153662,3.639838872,17.71695273,12.68076188,0.123755575,0.106292846,0.230039456
2,34,85.99498253,39.28375046,15378.41285,5.816383873,0.278171216,0.405304092,41.26705304,29.28934287,4.980790067,4.128832429,18.01695273,12.23025106,0.136657793,0.117142237,0.253791067
2,35,70.9691558,37.3926783,13329.41231,4.111522176,0.311939469,0.415727501,36.24185663,29.2888092,2.535112842,2.869117716,15.73107369,13.20403739,0.078462801,0.092186339,0.170640176
2,36,85.99498253,30.58375046,13000.48143,3.747812445,0.348171216,0.378327495,39.55276732,26.53934287,3.599790067,3.323832429,17.09195273,13.0635844,0.120904938,0.115433846,0.236329821
2,37,70.88455759,30.5726783,21382.68088,5.722950748,0.351939469,0.455002532,44.36757091,35.21037622,2.956276224,3.139061909,19.22690703,16.42014061,0.07171434,0.082503406,0.154208782
2,38,85.88455759,32.33375046,11488.72143,3.484955302,0.348171216,0.357951591,35.09562446,29.19023604,4.575153662,4.287838872,17.72528606,13.68076188,0.117797872,0.112293284,0.230082191
2,39,72.88455759,31.03748792,16423.95181,4.331218021,0.308770369,0.40136956,44.30845424,30.11874822,3.416774926,3.416840407,17.09891312,14.87209353,0.097155925,0.102005085,0.199152047
2,42,70.88455759,30.8626783,11378.17803,2.602950748,0.411939469,0.383440273,27.99042806,27.76159625,2.334332043,2.287609874,17.27690703,13.06434968,0.088120425,0.085921136,0.174032597
2,43,72.88455759,28.54748792,18171.20896,4.422646593,0.298770369,0.383971646,48.4455971,31.61874822,2.567774926,2.920840407,16.15724645,15.38876019,0.081552234,0.096975279,0.17851855
2,44,70.88455759,38.3726783,18713.86946,6.362950748,0.301939469,0.430194937,39.71614234,29.71037622,3.042276224,3.010061909,16.54357369,14.21180728,0.092176867,0.093360723,0.185528626
2,45,73.04344111,33.91748792,14744.18039,4.216932307,0.328770369,0.385520167,35.43988281,27.65478568,3.380544066,3.584236245,15.70724645,14.22971837,0.107418769,0.116459764,0.223869569
2,46,71.03179084,33.6826783,20098.26946,5.951522176,0.281939469,0.43289382,50.03614234,30.8648467,2.404548499,3.030905823,14.71024036,14.64171058,0.076488182,0.103694249,0.180173467
2,49,79.1790241,31.65191678,8242.061746,2.041734129,0.269263068,0.300304215,38.24538995,30.62634972,3.281147293,3.424782617,16.9399314,13.64328106,0.108519477,0.114784968,0.223295481
2,50,86.1790241,31.31375046,16742.77857,5.027812445,0.258171216,0.39562465,54.64991018,30.37638163,3.836197382,2.371089483,19.60028606,9.778717873,0.1483402,0.089568417,0.237899651
2,51,92.99498253,28.07558413,19706.24969,5.602462189,0.317079365,0.371122132,47.86585897,32.78937478,4.881840156,2.158139295,26.86897405,10.05735454,0.192729401,0.08957769,0.282298127
2,53,90.1790241,33.5933697,23725.29757,7.924346993,0.291833015,0.464114584,54.69167684,30.59068557,4.504083147,2.827550549,17.26096491,9.702538907,0.135216213,0.083938811,0.219146059
2,55,72.88455759,29.78748792,17945.30039,4.582646593,0.318770369,0.383825781,42.70845424,26.61874822,2.478774926,2.758840407,17.0307313,14.43876019,0.101569397,0.112558531,0.214118966
2,56,91.88455759,28.80817932,23835.59707,6.898328552,0.268663915,0.443320014,64.7011316,30.96047192,4.29042649,2.295982506,21.01630434,8.843117706,0.141705044,0.074222412,0.215918491
2,57,90.03179084,34.5933697,23815.51471,8.187204135,0.331833015,0.424665633,42.15453398,27.00779044,3.385255883,2.548595887,15.01929825,10.50694383,0.129943288,0.100381546,0.23031587
2,59,100.1790241,26.44741781,18997.90365,5.388540505,0.305987513,0.391794961,56.07609349,30.62644543,3.290297559,2.819703214,20.37932872,14.47459149,0.127132047,0.10771314,0.234836223
2,60,86.04344111,36.64375046,18616.89285,6.604955302,0.368171216,0.413096975,33.54133875,27.22627349,3.694922802,3.526234709,15.12528606,12.5800534,0.120373064,0.114621149,0.234985248
2,61,100.0317908,36.77741781,17610.23508,6.839969076,0.375987513,0.42096518,37.09323635,31.0435503,6.508470296,3.686748552,24.22932872,11.53732974,0.165698001,0.09433406,0.260023098
2,63,78.88455759,38.93191678,18519.75318,6.716019843,0.319263068,0.440787053,38.3825328,25.88898411,3.105047754,3.471984041,15.38159807,13.77611601,0.101519082,0.114672654,0.216182771
2,64,72.88455759,31.31748792,21701.03753,6.068360879,0.298770369,0.373219417,43.29131139,28.81752819,3.078719106,3.445292442,17.37391312,15.27788446,0.10011807,0.114166306,0.214275413
2,65,106.0317908,32.05184667,26885.39644,9.167628041,0.326480212,0.408116308,47.72731491,32.11500621,3.647798943,2.906440151,22.22868034,14.46056129,0.136663053,0.110061619,0.246715708
2,66,72.9691558,38.74748792,19177.88324,6.696932307,0.298770369,0.44182282,40.03416853,29.89596117,3.149555725,3.465348249,15.63224645,14.96594791,0.092918734,0.10624521,0.199154982
2,67,99.88455759,25.66741781,23995.96079,6.508540505,0.275987513,0.3704983,60.33895063,31.63907981,3.75019802,2.926904638,22.21266206,14.55742644,0.153959325,0.118752891,0.272703251
2,68,91.9691558,34.76817932,19570.57993,6.829757124,0.308663915,0.433052132,46.6211316,29.0389049,5.207263108,3.095038313,20.51630434,9.322847824,0.156175557,0.091232954,0.247399546
2,69,99.88455759,31.84741781,10486.04079,3.731397648,0.415987513,0.383172538,35.51609349,26.19029984,2.30925384,1.473452603,14.99599539,8.493302171,0.099875166,0.065339437,0.165205638
2,70,92.88455759,31.01558413,14960.82111,4.722462189,0.417079365,0.418209786,37.22585897,27.19026794,3.758203751,2.212145737,19.59397405,10.02453203,0.150797441,0.089137888,0.239926364
2,73,71.04344111,29.3126783,21855.46946,5.597236462,0.281939469,0.435000616,58.20757091,30.54763371,2.399101183,2.904005712,16.06857369,15.08030785,0.081066192,0.100717082,0.181774309
2,74,92.04344111,28.60817932,21994.13422,6.326899981,0.278663915,0.419988735,60.96398874,33.54772941,4.78025145,3.052926308,24.04130434,11.84495161,0.162934162,0.102611917,0.265537114
2,75,92.03179084,30.00817932,18714.35136,5.652614266,0.308663915,0.40125338,49.14684588,28.36494241,3.762698765,2.24382642,18.09963767,9.014687675,0.132330383,0.081703081,0.2140245
2,76,70.88455759,36.9126783,21995.45803,7.322950748,0.331939469,0.454791818,38.43614234,31.71037622,2.333276224,2.645061909,18.03524036,15.78680728,0.077560387,0.089380361,0.166931784
2,77,85.88455759,39.90375046,15896.82428,6.124955302,0.338171216,0.401074528,32.62705304,29.63901601,5.064097842,3.895290907,18.47528606,12.75321949,0.134390062,0.103225249,0.237606345
2,79,85.88455759,37.96375046,12393.77285,4.479241016,0.278171216,0.322712667,34.22705304,25.38901601,3.932097842,3.379290907,15.49195273,11.56988616,0.123501099,0.105369978,0.228862112
2,80,85.9691558,32.45375046,16191.56714,5.039241016,0.448171216,0.425955506,31.96419589,26.21744898,3.597934461,3.310346714,15.25028606,11.8829496,0.101812949,0.093946841,0.195750824
2,82,78.88455759,38.27191678,16592.82746,5.836019843,0.319263068,0.394695779,33.5025328,28.13898411,4.259047754,3.920984041,16.7899314,13.12611601,0.117117835,0.10973582,0.22684469
2,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,84,78.99498253,32.11191678,15627.63889,4.498876986,0.299263068,0.334021007,36.81681852,28.03931097,4.494739978,4.509525564,16.5399314,13.74481426,0.126359504,0.133225732,0.259576273
2,85,86.04344111,33.92375046,17553.08714,5.736383873,0.258171216,0.368349716,48.42133875,31.47627349,5.211922802,3.426234709,20.96695273,11.38838673,0.15815559,0.103046677,0.261193302
2,86,91.88455759,32.00817932,20445.18564,6.578328552,0.238663915,0.409287626,60.5411316,35.71047192,5.10842649,3.527982506,24.56630434,14.63478437,0.155390052,0.105695897,0.261076983
2,87,86.1790241,35.83375046,12551.81857,4.273526731,0.398171216,0.39194845,29.76991018,26.62638163,3.399197382,3.598089483,14.76695273,12.27871788,0.110037494,0.117070814,0.227099342
2,88,72.88455759,32.95748792,12756.99181,3.405503736,0.338770369,0.358359753,32.31988281,28.36874822,2.917774926,2.878840407,15.77391312,12.43042686,0.090566346,0.092625666,0.183183049
2,90,70.99498253,13.3126783,31371.40088,3.437236462,0.321939469,0.403253357,106.4589995,28.36070309,2.263968448,2.808603432,15.90190703,15.33050552,0.06685577,0.09233509,0.159181896
2,91,71.03179084,30.9226783,22379.22946,6.122950748,0.361939469,0.44216046,41.20185663,29.6148467,2.329548499,2.443905823,15.66857369,13.52504391,0.076186036,0.084957884,0.161134956
2,92,89.99498253,28.5533697,14850.95471,4.187204135,0.341833015,0.416220372,47.74310541,27.75364682,4.751675832,1.640293495,20.48596491,7.054072101,0.180439572,0.065950299,0.246380907
2,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,94,85.88455759,32.59375046,17888.41285,5.610669588,0.278171216,0.394301302,48.66133875,32.38901601,4.819097842,3.477290907,17.06695273,10.39640131,0.127732453,0.091866553,0.219590041
2,95,92.03179084,27.42817932,17580.83136,4.852614266,0.298663915,0.392613788,54.02684588,30.36494241,3.382698765,2.07882642,20.95797101,10.60635434,0.150697034,0.096238715,0.246926786
2,98,86.04344111,34.07375046,13262.82428,4.296383873,0.418171216,0.305627146,22.94705304,24.72627349,3.006922802,2.934234709,13.36695273,11.7300534,0.107456202,0.104096619,0.211543856
2,100,72.99498253,30.50748792,13924.7861,3.451218021,0.318770369,0.416223555,45.65702567,26.21785506,2.651411331,2.623833965,16.24057979,14.63824937,0.099474345,0.102273159,0.201738542
2,101,78.9691558,36.18191678,11205.73032,3.516019843,0.289263068,0.327170023,33.31967566,28.71741708,3.612884372,3.077039848,18.32326473,12.9725128,0.108956522,0.093344653,0.202292211
2,102,92.04344111,33.47817932,17125.85993,5.766899981,0.318663915,0.396960723,42.01541731,31.54772941,4.716887814,2.892471763,21.61630434,9.819951611,0.140296978,0.084685074,0.224973087
2,103,73.04344111,35.80748792,14377.76896,4.365503736,0.288770369,0.418340805,42.86845424,28.90478568,3.527544066,2.974236245,16.03224645,13.82138503,0.113470183,0.095776468,0.209237687
2,104,92.9691558,36.53558413,22342.3754,8.231033617,0.287079365,0.413086799,45.5344304,29.46748089,4.46698455,3.124653579,22.73564072,12.21005308,0.158582103,0.109264357,0.267837495
2,105,91.88455759,34.50817932,18198.31707,6.315471409,0.278663915,0.439828152,53.21541731,33.26169195,4.37048231,2.372530471,24.13297101,11.79944799,0.169970038,0.092483071,0.262444143
2,106,73.04344111,32.46748792,17737.01467,5.005503736,0.258770369,0.388164059,51.39416853,32.40478568,3.741544066,4.110236245,17.26557979,16.07971837,0.098294541,0.113987736,0.212273313
2,108,92.1790241,25.96817932,20846.6485,5.446899981,0.268663915,0.371894245,60.88398874,31.69783754,4.093526029,2.770781082,23.73297101,11.94361609,0.146016966,0.097696874,0.243704875
2,109,79.04344111,34.24191678,17585.23889,5.516019843,0.339263068,0.374818098,33.87967566,30.22624159,4.032872713,NA,17.67326473,14.94461658,0.101893503,NA,0.104222698
2,111,86.03179084,35.87375046,14718.52714,5.062098159,0.318171216,0.405198719,39.30133875,28.54348649,4.748370118,3.947134821,17.31695273,12.31645613,0.129216268,0.110529954,0.239737258
2,113,85.99498253,31.40375046,12700.33285,3.759241016,0.418171216,0.376318893,31.28991018,26.78934287,4.038790067,4.641832429,16.37528606,14.40525106,0.101442392,0.121383584,0.222817013
2,114,78.9691558,33.64191678,12128.86175,3.538876986,0.279263068,0.309308792,35.31967566,32.46741708,4.214884372,4.136039848,17.54826473,14.13084613,0.12583054,0.12533179,0.251153366
2,115,99.99498253,26.76741781,17826.40651,5.137111933,0.385987513,0.357486012,42.30466492,26.78940668,5.927890245,3.17444616,21.05432872,9.101124687,0.145482226,0.078712769,0.224186032
2,116,89.9691558,37.8233697,14434.97757,5.410061278,0.161833015,0.403957481,76.60024827,28.43175293,4.175820226,3.09180778,15.25263158,11.2984373,0.108396716,0.079333506,0.187721257
2,117,79.03179084,36.38191678,13840.75889,4.510305557,0.319263068,0.354442201,31.39967566,25.79345459,2.774320029,2.965827955,15.78159807,13.28935265,0.096631565,0.107084536,0.203707136
2,118,85.9691558,33.62375046,19733.88714,6.422098159,0.238171216,0.40109838,58.35276732,29.71744898,4.513934461,3.040346714,38.56695273,11.84128294,0.154712321,0.10244065,0.257144006
2,119,85.99498253,35.27375046,15444.26428,5.222098159,0.258171216,0.411867611,50.40991018,28.53934287,4.934790067,3.124832429,18.45028606,10.52191773,0.13981623,0.091890358,0.231697625
2,120,99.88455759,15.76741781,21799.25222,3.799969076,0.335987513,0.254128537,56.2703792,26.63907981,2.52319802,1.925904638,19.26266206,11.19075977,0.124538062,0.095061055,0.219590153
2,122,91.99498253,34.22817932,16655.74564,5.732614266,0.318663915,0.411399441,42.90684588,31.11079879,5.084118715,2.716524028,21.04963767,10.30348261,0.15448881,0.085510062,0.239989908
2,123,85.9691558,33.59375046,14765.25857,4.730669588,0.348171216,0.375503475,35.22133875,26.96744898,3.883934461,2.976346714,17.55861939,10.8829496,0.134990225,0.10196473,0.23694599
2,125,91.88455759,33.80817932,14177.07136,4.829757124,0.308663915,0.457152042,50.0611316,31.26169195,4.82148231,2.836530471,23.38297101,11.36232677,0.158169612,0.093115386,0.251276033
2,126,91.99498253,24.87817932,23671.53993,5.915471409,0.258663915,0.370763278,65.80970303,30.61079879,4.327118715,2.652524028,21.02463767,10.87848261,0.157679298,0.100208422,0.257878756
2,127,92.1790241,30.62817932,20893.71136,6.429757124,0.248663915,0.400851774,60.3011316,34.94783754,4.505526029,3.983781082,23.53297101,17.09361609,0.14525001,0.12745259,0.272693635
2,128,100.0317908,30.32741781,23198.30365,7.377111933,0.325987513,0.434966081,51.5503792,31.0435503,4.802470296,2.759748552,22.10432872,12.22899641,0.164496783,0.097301571,0.26178939
2,129,100.0317908,25.17741781,26443.68651,6.988540505,0.345987513,0.366230584,50.20180777,30.2935503,4.022470296,2.249748552,23.40432872,11.95399641,0.1709052,0.100713017,0.271609253
